R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR_pct,B_SIG_STR_pct,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_PASS,B_PASS,R_REV,B_REV,date,location,R_SIG_STR._ATT,R_SIG_STR._LANDED,B_SIG_STR._ATT,B_SIG_STR._LANDED,R_TOTAL_STR._ATT,R_TOTAL_STR._LANDED,B_TOTAL_STR._ATT,B_TOTAL_STR._LANDED,R_TD_ATT,R_TD_LANDED,B_TD_ATT,B_TD_LANDED,R_HEAD_ATT,R_HEAD_LANDED,B_HEAD_ATT,B_HEAD_LANDED,R_BODY_ATT,R_BODY_LANDED,B_BODY_ATT,B_BODY_LANDED,R_LEG_ATT,R_LEG_LANDED,B_LEG_ATT,B_LEG_LANDED,R_DISTANCE_ATT,R_DISTANCE_LANDED,B_DISTANCE_ATT,B_DISTANCE_LANDED,R_CLINCH_ATT,R_CLINCH_LANDED,B_CLINCH_ATT,B_CLINCH_LANDED,R_GROUND_ATT,R_GROUND_LANDED,B_GROUND_ATT,B_GROUND_LANDED,title_bout,total_time_fought(sec),no_of_rounds,Red_win,R_Height,R_Weight,R_Reach,R_KO_win_%,R_Sub_win_%,R_Stance_Orthodox,R_Stance_Southpaw,R_num_fights,R_record,R_age,B_Height,B_Weight,B_Reach,B_KO_win_%,B_Sub_win_%,B_Stance_Orthodox,B_Stance_Southpaw,B_num_fights,B_record,B_age,Bantamweight,Featherweight,Flyweight,Heavyweight,Light Heavyweight,Lightweight,Middleweight,Welterweight,Women's Bantamweight,Women's Featherweight,Women's Flyweight,Women's Strawweight
Claudia Gadelha,Nina Ansaroff,0,0,0.43,0.45,0.2,0.0,0,0,3,0,0,0,2018-12-08,0,112,49,211,96,149,85,238,123,10,2,0,0,106,45,173,62,4,3,9,5,2,1,29,29,97,38,205,91,8,4,6,5,7,7,0,0,0,900,3,0,64.0,115.0,63.0,0.0,0.125,1,0,8,0.625,30.001984982580066,65.0,115.0,64.0,0.0,0.2,1,0,5,0.6,33.01368269026742,0,0,0,0,0,0,0,0,0,0,0,1
Tatiana Suarez,Nina Ansaroff,0,0,0.52,0.48,0.3,0.0,0,0,2,0,0,0,2019-06-08,0,142,75,99,48,166,95,105,54,13,4,0,0,85,29,66,31,29,22,26,15,28,24,7,2,100,42,89,39,7,7,5,4,35,26,5,5,0,900,3,1,65.0,115.0,66.0,0.25,0.5,0,1,4,1.0,28.4687570586665,65.0,115.0,64.0,0.0,0.16666666666666666,1,0,6,0.6666666666666666,33.51198176553933,0,0,0,0,0,0,0,0,0,0,0,1
Angela Hill,Nina Ansaroff,0,0,0.46,0.46,0.0,0.0,0,0,0,0,0,0,2017-11-11,0,230,107,309,143,233,108,312,146,0,0,1,0,173,68,230,81,31,18,35,23,26,21,44,39,222,99,293,135,8,8,14,7,0,0,2,1,0,900,3,0,63.0,115.0,64.0,0.0,0.2,1,0,5,0.4,32.83024292079919,65.0,115.0,64.0,0.0,0.3333333333333333,1,0,3,0.3333333333333333,31.94042314352793,0,0,0,0,0,0,0,0,0,0,0,1
Jocelyn Jones-Lybarger,Nina Ansaroff,0,0,0.28,0.45,0.0,1.0,0,2,0,5,0,0,2017-01-15,0,73,21,106,48,86,33,155,89,1,0,1,1,62,15,84,37,5,2,9,5,6,4,13,6,66,18,74,24,7,3,8,6,0,0,24,18,0,819,3,0,67.0,115.0,64.0,0.0,0.0,1,0,2,0.0,31.283325461850687,65.0,115.0,64.0,0.0,0.0,1,0,2,0.0,31.119051041431376,0,0,0,0,0,0,0,0,0,0,0,1
Randa Markos,Juliana Lima,0,0,0.7,0.48,0.28,0.5,0,0,6,1,1,0,2018-01-27,0,65,46,37,18,149,114,56,34,7,2,2,1,25,11,11,5,11,10,11,5,29,25,15,8,14,4,23,6,33,29,14,12,18,13,0,0,0,900,3,1,64.0,115.0,63.0,0.0,0.14285714285714285,1,0,7,0.42857142857142855,32.46610128886972,65.0,115.0,65.0,0.0,0.16666666666666666,1,0,6,0.5,35.87205760556343,0,0,0,0,0,0,0,0,0,0,0,1
Carla Esparza,Juliana Lima,0,0,0.66,0.6,0.71,0.0,0,0,4,1,0,2,2016-04-23,1,42,28,43,26,167,130,76,56,7,5,3,0,27,15,34,18,15,13,8,7,0,0,1,1,13,5,17,7,2,1,6,5,27,22,20,14,0,900,3,1,61.0,115.0,63.0,0.5,0.5,1,0,2,0.5,28.537204733841214,65.0,115.0,65.0,0.0,0.0,1,0,3,0.6666666666666666,34.10884549306283,0,0,0,0,0,0,0,0,0,0,0,1
Tecia Torres,Juliana Lima,0,0,0.65,0.19,0.0,0.33,1,0,1,0,0,0,2017-07-07,1,23,15,31,6,34,26,39,14,7,0,3,1,11,5,23,1,5,4,4,2,7,6,4,3,14,8,25,3,7,6,4,3,2,1,2,0,0,353,3,1,61.0,115.0,60.0,0.0,0.0,1,0,5,0.8,27.89105868019193,65.0,115.0,65.0,0.0,0.0,1,0,5,0.6,35.31352457613777,0,0,0,0,0,0,0,0,0,0,0,1
Randa Markos,Cortney Casey,0,0,0.23,0.58,1.0,0.0,0,1,1,1,1,1,2016-08-20,1,17,4,36,21,51,38,44,29,1,1,0,0,16,4,30,16,1,0,2,1,0,0,4,4,16,3,21,9,1,1,1,1,0,0,14,11,0,274,3,0,64.0,115.0,63.0,0.0,0.0,1,0,4,0.5,31.028700110200756,67.0,125.0,67.0,0.3333333333333333,0.0,1,0,3,0.3333333333333333,29.29560497477703,0,0,0,0,0,0,0,0,0,0,0,1
Claudia Gadelha,Cortney Casey,0,0,0.42,0.32,1.0,0.0,1,0,2,0,0,0,2016-11-19,0,80,34,68,22,92,43,95,46,6,6,1,0,75,30,49,10,3,2,9,6,2,2,10,6,64,25,54,14,11,6,14,8,5,3,0,0,0,900,3,1,64.0,115.0,63.0,0.0,0.0,1,0,4,0.5,27.951292634345673,67.0,125.0,67.0,0.25,0.25,1,0,4,0.5,29.544754512412986,0,0,0,0,0,0,0,0,0,0,0,1
Michelle Waterson,Cortney Casey,0,0,0.72,0.37,0.75,0.0,0,3,0,1,0,0,2018-04-14,0,84,61,96,36,103,77,126,64,4,3,1,0,49,30,79,22,15,13,8,7,20,18,9,7,61,41,82,22,7,6,9,9,16,14,5,5,0,900,3,1,63.0,115.0,62.0,0.0,0.75,1,0,4,0.5,32.26897198436655,67.0,125.0,67.0,0.14285714285714285,0.14285714285714285,1,0,7,0.42857142857142855,30.943824992984112,0,0,0,0,0,0,0,0,0,0,0,1
Jessica Aguilar,Cortney Casey,0,0,0.53,0.35,0.8,0.0,0,0,1,0,0,0,2017-05-13,0,106,57,294,103,154,102,368,172,5,4,0,0,70,27,252,70,15,10,14,9,21,20,28,24,53,24,209,50,18,10,36,21,35,23,49,32,0,900,3,0,63.0,115.0,63.0,0.0,0.0,1,0,1,0.0,35.015092712376024,67.0,125.0,67.0,0.2,0.2,1,0,5,0.4,30.023888238635976,0,0,0,0,0,0,0,0,0,0,0,1
Felice Herrig,Cortney Casey,0,0,0.29,0.39,0.5,0.0,0,0,1,0,0,1,2017-12-02,0,262,76,233,91,268,82,234,92,2,1,0,0,219,47,208,68,16,11,4,3,27,18,21,20,260,75,229,90,1,1,3,1,1,0,1,0,0,900,3,1,64.0,115.0,65.0,0.0,0.4,1,0,5,0.8,33.20533618075662,67.0,125.0,67.0,0.16666666666666666,0.16666666666666666,1,0,6,0.5,30.57968336105464,0,0,0,0,0,0,0,0,0,0,0,1
Seohee Ham,Cortney Casey,0,0,0.4,0.34,0.0,0.0,0,0,0,0,0,0,2015-11-28,0,174,71,227,78,188,83,229,80,2,0,0,0,124,43,182,51,34,14,24,8,16,14,21,19,147,61,200,60,27,10,27,18,0,0,0,0,0,900,3,1,62.0,115.0,62.0,0.0,0.0,0,1,1,0.0,28.72612031732342,67.0,125.0,67.0,0.0,0.0,1,0,1,0.0,28.56732171091809,0,0,0,0,0,0,0,0,0,0,0,1
Randa Markos,Jocelyn Jones-Lybarger,0,0,0.35,0.33,0.16,1.0,1,0,0,0,0,0,2016-06-18,0,243,86,235,79,284,116,252,96,6,1,1,1,228,77,208,60,9,6,11,5,6,3,16,14,214,65,230,75,18,13,5,4,11,8,0,0,0,900,3,1,64.0,115.0,63.0,0.0,0.0,1,0,3,0.3333333333333333,30.85621196876048,67.0,115.0,64.0,0.0,0.0,1,0,1,0.0,30.705627083376115,0,0,0,0,0,0,0,0,0,0,0,1
Joanna Jedrzejczyk,Karolina Kowalkiewicz,0,0,0.47,0.22,1.0,0.0,0,0,0,0,0,0,2016-11-12,0,360,171,220,50,371,181,234,63,1,1,1,0,191,63,188,36,81,44,22,11,88,64,10,3,293,126,195,36,67,45,25,14,0,0,0,0,1,1500,5,1,66.0,115.0,65.0,0.3333333333333333,0.0,1,0,6,1.0,29.23810892763027,63.0,115.0,64.0,0.0,0.0,1,0,3,1.0,31.07798243632655,0,0,0,0,0,0,0,0,0,0,0,1
Jessica Andrade,Karolina Kowalkiewicz,1,0,0.52,0.42,0.0,0.0,0,0,0,0,0,0,2018-09-08,0,73,38,56,24,74,39,58,25,0,0,0,0,66,32,46,15,5,4,6,5,2,2,4,4,65,31,49,18,8,7,7,6,0,0,0,0,0,118,3,1,61.0,115.0,62.0,0.15384615384615385,0.3076923076923077,1,0,13,0.6923076923076923,26.95469448380186,63.0,115.0,64.0,0.0,0.14285714285714285,1,0,7,0.7142857142857143,32.89869059597391,0,0,0,0,0,0,0,0,0,0,0,1
Claudia Gadelha,Karolina Kowalkiewicz,0,0,0.28,0.24,0.5,0.0,1,0,2,0,0,0,2017-06-03,0,28,8,37,9,28,8,40,12,2,1,0,0,24,6,33,6,3,2,1,0,1,0,3,3,26,6,36,9,2,2,1,0,0,0,0,0,0,183,3,1,64.0,115.0,63.0,0.0,0.0,1,0,5,0.6,28.487922407715423,63.0,115.0,64.0,0.0,0.0,1,0,4,0.75,31.633777558745216,0,0,0,0,0,0,0,0,0,0,0,1
Rose Namajunas,Karolina Kowalkiewicz,0,0,0.48,0.34,0.33,0.0,0,0,1,2,0,0,2016-07-30,0,145,70,242,84,149,74,293,128,6,2,0,0,123,52,185,44,13,10,38,29,9,8,19,11,116,50,174,36,25,16,56,41,4,4,12,7,0,900,3,0,65.0,115.0,65.0,0.0,0.75,1,0,4,0.75,24.0853679404779,63.0,115.0,64.0,0.0,0.0,1,0,2,1.0,30.79050220059276,0,0,0,0,0,0,0,0,0,0,0,1
Randa Markos,Aisling Daly,0,0,0.34,0.41,0.5,0.4,1,1,4,1,0,0,2015-04-25,0,52,18,65,27,171,131,92,50,4,2,5,2,48,15,50,15,2,2,10,9,2,1,5,3,42,11,43,9,6,3,14,12,4,4,8,6,0,900,3,1,64.0,115.0,63.0,0.0,0.0,1,0,1,0.0,29.70629102582531,62.0,115.0,64.0,0.0,1.0,1,0,1,1.0,27.33526355777326,0,0,0,0,0,0,0,0,0,0,0,1
Alex White,Rafael Fiziev,0,0,0.41,0.5,0.0,1.0,0,0,0,0,0,0,2019-10-26,0,133,55,131,66,146,66,138,73,11,0,1,1,102,37,86,40,27,15,26,12,4,3,19,14,107,36,109,52,25,18,22,14,1,1,0,0,0,900,3,0,72.0,155.0,71.0,0.3333333333333333,0.1111111111111111,0,1,9,0.4444444444444444,31.009534761151837,68.0,155.0,71.0,1.0,0.0,0,0,1,0.0,26.642573085005168,0,0,0,0,0,1,0,0,0,0,0,0
Alex White,Dan Moret,0,0,0.59,0.47,0.66,0.11,3,0,0,0,0,0,2019-03-09,0,82,49,88,42,104,70,96,50,3,2,9,1,63,31,71,29,18,17,9,6,1,1,8,7,51,27,51,16,31,22,30,20,0,0,7,6,0,900,3,1,72.0,155.0,71.0,0.375,0.125,0,1,8,0.375,30.377078242537493,72.0,155.0,73.0,1.0,0.0,0,1,1,0.0,32.296351054436435,0,0,0,0,0,1,0,0,0,0,0,0
Jared Gordon,Dan Moret,0,0,0.6,0.46,0.33,1.0,0,1,5,4,2,0,2019-06-29,0,79,48,73,34,218,171,78,37,6,2,2,2,72,43,45,11,6,4,22,18,1,1,6,5,32,17,49,21,14,8,22,12,33,23,2,1,0,900,3,1,69.0,155.0,68.0,0.75,0.0,1,0,4,0.5,30.809667549641677,72.0,155.0,73.0,0.5,0.0,0,1,2,0.0,32.60299663921915,0,0,0,0,0,1,0,0,0,0,0,0
Enrique Barzola,Movsar Evloev,0,0,0.33,0.3,0.2,0.36,0,0,1,0,0,0,2019-10-26,0,234,78,233,71,239,83,244,78,5,1,11,4,189,48,220,63,31,21,5,3,14,9,8,5,212,64,221,66,7,6,10,4,15,8,2,1,0,900,3,0,67.0,145.0,70.0,0.0,0.0,1,0,8,0.75,30.494808243837998,67.0,145.0,72.0,0.0,0.0,1,0,1,1.0,25.70347098160811,0,1,0,0,0,0,0,0,0,0,0,0
Enrique Barzola,Kevin Aguilar,0,0,0.41,0.23,0.0,0.0,0,0,0,0,0,0,2019-03-30,0,126,52,243,58,127,53,243,58,8,0,0,0,96,28,208,36,13,9,31,20,17,15,4,2,121,50,240,58,5,2,3,0,0,0,0,0,0,900,3,0,67.0,145.0,70.0,0.0,0.0,1,0,6,0.8333333333333334,29.91984777237041,67.0,155.0,73.0,0.0,0.0,1,0,1,1.0,30.557780104998734,0,1,0,0,0,0,0,0,0,0,0,0
Dan Ige,Kevin Aguilar,1,0,0.56,0.31,0.25,1.0,0,0,3,0,0,1,2019-06-22,0,125,71,104,33,146,92,136,65,4,1,1,1,102,52,83,21,16,12,18,10,7,7,3,2,89,44,87,21,9,6,6,5,27,21,11,7,0,900,3,1,67.0,145.0,71.0,0.25,0.25,1,0,4,0.75,27.877369145156983,67.0,155.0,73.0,0.0,0.0,1,0,2,1.0,30.78776429358577,0,1,0,0,0,0,0,0,0,0,0,0
Enrique Barzola,Chris Avila,0,0,0.56,0.27,0.58,0.0,0,0,1,0,0,0,2016-11-05,0,127,72,105,29,231,129,121,41,12,7,0,0,76,29,99,24,18,12,5,4,33,31,1,1,107,59,98,24,8,5,6,4,12,8,1,1,0,900,3,1,67.0,145.0,70.0,0.0,0.0,1,0,2,0.5,27.524179141255466,70.0,145.0,72.0,0.0,0.0,1,0,1,0.0,23.803363518758086,0,1,0,0,0,0,0,0,0,0,0,0
Raphael Pessoa,Jeff Hughes,1,0,0.28,0.44,0.0,0.0,0,0,0,0,0,1,2019-10-26,0,138,39,77,34,143,43,93,48,0,0,0,0,112,22,46,10,8,3,9,6,18,14,22,18,125,32,68,28,13,7,4,3,0,0,5,3,0,900,3,1,75.0,262.0,78.0,0.0,1.0,1,0,1,0.0,30.631703594187424,74.0,250.0,77.0,0.0,0.0,1,0,2,0.0,31.44212406825602,0,0,0,1,0,0,0,0,0,0,0,0
Todd Duffee,Jeff Hughes,1,0,0.45,0.55,0.33,0.0,0,0,0,0,0,0,2019-09-14,0,66,30,29,16,74,38,39,26,3,1,0,0,60,25,24,12,6,5,0,0,0,0,5,4,51,19,23,14,12,9,6,2,3,2,0,0,0,243,3,0,75.0,260.0,78.0,1.0,0.0,1,0,5,0.6,33.772082931203244,74.0,250.0,77.0,0.0,0.0,1,0,1,0.0,31.327131973962505,0,0,0,1,0,0,0,0,0,0,0,0
Yair Rodriguez,Alex Caceres,0,0,0.35,0.31,0.5,1.0,0,0,0,1,0,0,2016-08-06,0,338,120,196,62,343,124,202,65,2,1,1,1,267,63,170,46,26,17,14,9,45,40,12,7,315,106,187,57,8,6,7,4,15,8,2,1,0,1500,5,1,71.0,145.0,71.0,0.25,0.0,1,0,4,1.0,23.83348049583496,70.0,145.0,73.0,0.07142857142857142,0.35714285714285715,0,1,14,0.5,28.129256589799926,0,1,0,0,0,0,0,0,0,0,0,0
Urijah Faber,Alex Caceres,0,0,0.52,0.44,0.41,0.0,1,0,1,0,0,0,2014-07-05,1,38,20,45,20,62,41,62,35,12,5,0,0,31,16,32,10,6,3,7,5,1,1,6,5,19,6,31,13,9,6,9,6,10,8,5,1,0,669,3,1,66.0,135.0,67.0,0.1111111111111111,0.4444444444444444,1,0,9,0.6666666666666666,35.143774341704486,70.0,145.0,73.0,0.0,0.4444444444444444,0,1,9,0.5555555555555556,26.040233543467696,1,0,0,0,0,0,0,0,0,0,0,0
Cole Miller,Alex Caceres,0,1,0.25,0.62,1.0,1.0,1,0,4,4,0,1,2016-06-04,0,127,33,156,97,134,39,167,108,3,3,5,5,111,24,120,65,11,5,26,22,5,4,10,10,122,30,130,77,2,1,14,10,3,2,12,10,0,900,3,0,73.0,145.0,74.0,0.16666666666666666,0.3888888888888889,1,0,18,0.5555555555555556,32.10743547095423,70.0,145.0,73.0,0.07692307692307693,0.38461538461538464,0,1,13,0.46153846153846156,27.95676844835965,0,1,0,0,0,0,0,0,0,0,0,0
Francisco Rivera,Alex Caceres,1,0,0.55,0.0,0.0,0.0,0,0,0,0,0,0,2015-06-06,0,9,5,5,0,9,5,5,0,0,0,0,0,9,5,5,0,0,0,0,0,0,0,0,0,5,2,5,0,0,0,0,0,4,3,0,0,0,21,3,1,68.0,135.0,68.0,0.2857142857142857,0.2857142857142857,1,0,7,0.42857142857142855,33.65982874391671,70.0,145.0,73.0,0.0,0.45454545454545453,0,1,11,0.45454545454545453,26.960170297815836,1,0,0,0,0,0,0,0,0,0,0,0
Roland Delorme,Alex Caceres,1,0,0.4,0.65,0.11,0.0,1,0,3,1,1,2,2013-09-21,0,115,47,162,106,140,70,174,116,9,1,0,0,84,26,138,82,27,17,9,9,4,4,15,15,106,38,148,93,3,3,10,9,6,6,4,4,0,900,3,0,69.0,135.0,71.0,0.0,0.5,1,0,4,0.75,29.76104916596508,70.0,145.0,73.0,0.0,0.42857142857142855,0,1,7,0.42857142857142855,25.254454232461995,1,0,0,0,0,0,0,0,0,0,0,0
Damacio Page,Alex Caceres,0,0,0.31,0.75,1.0,0.0,0,3,1,1,1,1,2012-07-11,0,22,7,12,9,76,56,21,16,2,2,0,0,18,3,7,4,3,3,4,4,1,1,1,1,5,2,10,7,1,1,1,1,16,4,1,1,0,387,3,0,66.0,135.0,66.0,0.0,1.0,1,0,2,0.0,29.780214515014,70.0,145.0,73.0,0.0,0.5,0,1,4,0.25,24.057988870408018,1,0,0,0,0,0,0,0,0,0,0,0
Greg Hardy,Juan Adams,0,0,0.94,0.42,0.0,0.0,0,0,0,0,0,0,2019-07-20,0,38,36,7,3,38,36,7,3,0,0,1,0,36,35,7,3,2,1,0,0,0,0,0,0,7,5,7,3,0,0,0,0,31,31,0,0,0,45,3,1,77.0,265.0,80.0,0.5,0.0,1,0,2,0.5,30.976679877067976,77.0,265.0,80.0,0.5,0.0,1,0,2,0.5,27.507751699213536,0,0,0,1,0,0,0,0,0,0,0,0
Arjan Bhullar,Juan Adams,0,0,0.66,0.43,1.0,0.0,0,0,2,0,0,0,2019-05-04,0,62,41,185,81,94,69,212,107,2,2,0,0,53,32,158,56,8,8,23,21,1,1,4,4,37,18,148,50,21,19,36,30,4,4,1,1,0,900,3,1,73.0,245.0,75.0,0.0,0.3333333333333333,1,0,3,0.6666666666666666,32.975351992169585,77.0,265.0,80.0,1.0,0.0,1,0,1,1.0,27.296932859675422,0,0,0,1,0,0,0,0,0,0,0,0
Greg Hardy,Dmitrii Smoliakov,0,0,0.46,0.33,0.0,0.0,0,0,0,0,0,0,2019-04-27,0,30,14,3,1,33,17,3,1,0,0,2,0,28,12,3,1,2,2,0,0,0,0,0,0,13,4,3,1,2,2,0,0,15,8,0,0,0,135,3,1,77.0,265.0,80.0,0.0,0.0,1,0,1,0.0,30.74669568848094,74.0,253.0,74.0,0.5,0.5,0,0,2,0.0,36.72628459174384,0,0,0,1,0,0,0,0,0,0,0,0
Joe Lauzon,Chris Gruetzemacher,0,0,0.35,0.65,0.0,0.0,0,0,0,0,0,0,2018-04-07,0,137,48,196,128,138,49,203,135,2,0,0,0,125,40,135,72,10,7,50,45,2,1,11,11,113,35,118,68,22,11,65,51,2,2,13,9,0,600,3,0,70.0,155.0,71.0,0.36,0.32,1,0,25,0.56,33.8761233974688,68.0,155.0,68.0,0.0,0.6666666666666666,1,0,3,0.3333333333333333,31.80900360719248,0,0,0,0,0,1,0,0,0,0,0,0
Chas Skelly,Chris Gruetzemacher,0,0,0.4,0.65,0.66,0.0,1,0,2,0,0,0,2017-02-04,0,52,21,43,28,60,29,83,65,3,2,0,0,50,20,29,15,2,1,6,5,0,0,8,8,40,15,29,15,8,4,2,2,4,2,12,11,0,421,3,1,71.0,145.0,72.0,0.14285714285714285,0.42857142857142855,1,0,7,0.7142857142857143,31.73781802501078,68.0,155.0,68.0,0.0,0.0,1,0,1,1.0,30.63991731520839,0,1,0,0,0,0,0,0,0,0,0,0
Joe Lauzon,Michael Johnson,0,2,0.22,0.45,0.0,1.0,0,0,0,0,0,0,2013-08-17,0,109,25,255,116,112,28,259,119,4,0,2,2,108,24,208,81,1,1,35,23,0,0,12,12,107,23,232,103,2,2,18,11,0,0,5,2,0,900,3,0,70.0,155.0,71.0,0.2857142857142857,0.5714285714285714,1,0,14,0.6428571428571429,29.23810892763027,70.0,155.0,73.0,0.25,0.25,0,1,8,0.5,27.203844021437813,0,0,0,0,0,1,0,0,0,0,0,0
Khabib Nurmagomedov,Michael Johnson,0,0,0.66,0.24,0.33,0.0,1,1,6,0,0,0,2016-11-12,0,142,94,77,19,190,140,78,20,6,2,0,0,141,93,51,9,1,1,21,7,0,0,5,3,21,5,77,19,1,1,0,0,120,88,0,0,0,751,3,1,70.0,155.0,70.0,0.2857142857142857,0.14285714285714285,1,0,7,1.0,28.14568403184186,70.0,155.0,73.0,0.26666666666666666,0.13333333333333333,0,1,15,0.6,30.442788010705215,0,0,0,0,0,1,0,0,0,0,0,0
Edson Barboza,Michael Johnson,0,0,0.31,0.2,0.0,1.0,0,0,0,0,0,0,2015-02-22,0,98,31,187,38,98,31,192,43,2,0,1,1,70,15,157,27,25,16,19,4,3,0,11,7,97,31,182,36,1,0,1,0,0,0,4,2,0,900,3,0,71.0,145.0,75.0,0.5454545454545454,0.09090909090909091,1,0,11,0.8181818181818182,29.087524042245906,70.0,155.0,73.0,0.2727272727272727,0.18181818181818182,0,1,11,0.6363636363636364,28.720644503309444,0,0,0,0,0,1,0,0,0,0,0,0
Josh Emmett,Michael Johnson,1,0,0.25,0.18,0.0,0.0,0,0,0,0,0,0,2019-03-30,0,87,22,128,24,87,22,128,24,3,0,0,0,65,7,110,13,14,7,14,9,8,8,4,2,87,22,128,24,0,0,0,0,0,0,0,0,0,854,3,1,66.0,145.0,70.0,0.3333333333333333,0.0,1,0,6,0.6666666666666666,34.070514794964986,70.0,155.0,73.0,0.25,0.2,0,1,20,0.55,32.81929129277124,0,1,0,0,0,0,0,0,0,0,0,0
Darren Elkins,Michael Johnson,0,0,0.28,0.45,0.25,0.0,1,0,2,0,0,0,2018-01-14,0,64,18,98,45,108,54,99,46,4,1,0,0,57,13,74,29,7,5,13,9,0,0,11,7,60,17,97,45,2,0,1,0,2,1,0,0,0,442,3,1,70.0,145.0,71.0,0.23529411764705882,0.058823529411764705,1,0,17,0.7647058823529411,33.66530455793069,70.0,155.0,73.0,0.29411764705882354,0.17647058823529413,0,1,17,0.5294117647058824,31.614612209696297,0,1,0,0,0,0,0,0,0,0,0,0
Tony Ferguson,Michael Johnson,0,1,0.25,0.36,0.0,0.0,0,0,0,0,0,0,2012-05-05,0,176,45,183,67,176,45,183,67,1,0,2,0,143,23,118,28,15,7,44,22,18,15,21,17,175,45,181,66,1,0,2,1,0,0,0,0,0,900,3,0,71.0,155.0,76.0,0.6666666666666666,0.0,1,0,3,1.0,28.227821242051515,70.0,155.0,73.0,0.25,0.25,0,1,4,0.5,25.919765635160203,0,0,0,0,0,1,0,0,0,0,0,0
Dustin Poirier,Michael Johnson,0,1,0.5,0.37,0.0,0.0,0,0,0,0,0,0,2016-09-17,0,12,6,37,14,12,6,37,14,0,0,0,0,9,4,26,10,0,0,6,1,3,2,5,3,12,6,32,10,0,0,0,0,0,0,5,4,0,95,5,0,69.0,155.0,72.0,0.4,0.26666666666666666,0,1,15,0.8,27.661074491604893,70.0,155.0,73.0,0.21428571428571427,0.14285714285714285,0,1,14,0.5714285714285714,30.28946521831386,0,0,0,0,0,1,0,0,0,0,0,0
Reza Madadi,Michael Johnson,0,1,0.73,0.31,0.66,0.0,2,0,4,0,0,0,2013-04-06,0,46,34,64,20,98,79,66,21,6,4,0,0,44,33,53,13,2,1,10,6,0,0,1,1,9,2,46,10,0,0,7,5,37,32,11,5,0,693,3,1,71.0,155.0,72.0,0.0,0.5,1,0,2,0.5,34.796060151816945,70.0,155.0,73.0,0.2857142857142857,0.14285714285714285,0,1,7,0.5714285714285714,26.83970238950834,0,0,0,0,0,1,0,0,0,0,0,0
Gleison Tibau,Michael Johnson,0,1,0.19,0.25,0.0,0.0,0,0,0,0,0,0,2013-12-28,1,63,12,85,22,68,17,86,23,2,0,0,0,59,10,65,12,2,0,12,7,2,2,8,3,58,10,81,20,5,2,1,0,0,0,3,2,0,392,3,0,70.0,155.0,71.0,0.1,0.25,0,1,20,0.65,30.226493357153124,70.0,155.0,73.0,0.2222222222222222,0.2222222222222222,0,1,9,0.5555555555555556,27.567985653367284,0,0,0,0,0,1,0,0,0,0,0,0
Joe Lauzon,Jamie Varner,0,1,0.37,0.46,0.4,0.5,1,1,5,1,2,2,2012-08-04,0,118,44,177,82,130,55,181,84,5,2,4,2,115,42,141,53,2,1,31,26,1,1,5,3,108,35,172,78,2,1,3,2,8,8,2,2,0,764,3,1,70.0,155.0,71.0,0.3333333333333333,0.5833333333333334,1,0,12,0.6666666666666666,28.203180078988616,68.0,155.0,72.0,0.3333333333333333,0.6666666666666666,1,0,3,0.6666666666666666,27.81165937698926,0,0,0,0,0,1,0,0,0,0,0,0
Edson Barboza,Jamie Varner,0,1,0.64,0.57,0.0,1.0,0,0,0,1,0,0,2012-05-26,1,17,11,35,20,17,11,57,33,0,0,2,2,6,1,32,17,1,0,3,3,10,10,0,0,17,11,18,11,0,0,0,0,0,0,17,9,0,203,3,0,71.0,145.0,75.0,0.5,0.0,1,0,4,1.0,26.34414122124342,68.0,155.0,72.0,0.0,1.0,1,0,2,0.5,27.620005886500063,0,0,0,0,0,1,0,0,0,0,0,0
Melvin Guillard,Jamie Varner,0,0,0.5,0.32,0.0,0.7,1,1,1,0,0,0,2012-12-29,1,112,57,97,32,117,62,148,66,1,0,10,7,85,31,83,23,11,10,12,7,16,16,2,2,101,49,86,27,3,3,11,5,8,5,0,0,0,900,3,0,69.0,155.0,68.0,0.4444444444444444,0.3333333333333333,1,0,18,0.6111111111111112,29.75283544494411,68.0,155.0,72.0,0.25,0.75,1,0,4,0.5,28.21413170701657,0,0,0,0,0,1,0,0,0,0,0,0
Joe Lauzon,Curt Warburton,1,0,0.36,0.21,0.0,0.0,1,0,0,0,0,0,2011-06-26,0,33,12,23,5,33,12,23,5,0,0,0,0,32,11,22,4,1,1,1,1,0,0,0,0,21,5,23,5,0,0,0,0,12,7,0,0,0,118,3,1,70.0,155.0,71.0,0.3333333333333333,0.5555555555555556,1,0,9,0.6666666666666666,27.09432774115827,72.0,155.0,73.0,0.0,0.0,1,0,2,0.5,31.6355447439499,0,0,0,0,0,1,0,0,0,0,0,0
Joe Lauzon,Gabe Ruediger,0,0,0.67,0.12,0.66,0.0,1,0,5,0,0,0,2010-08-28,0,28,19,8,1,29,19,8,1,3,2,0,0,28,19,7,1,0,0,0,0,0,0,1,0,5,3,8,1,2,1,0,0,21,15,0,0,0,121,3,1,70.0,155.0,71.0,0.42857142857142855,0.42857142857142855,1,0,7,0.7142857142857143,26.267479825047744,70.0,155.0,71.77837837837838,1.0,0.0,1,0,1,0.0,32.99725524822549,0,0,0,0,0,1,0,0,0,0,0,0
